N° Certificado|Laboratorio|Nombre Comercial|Forma Farmacéutica|Presentación|Precio Venta al Público| (uso exclusivamente hospitalario - muestra médica - no venta al público)| (muestra médica - no venta al público)| (uso exclusivamente hospitalario - muestra médica)| (uso exclusivamente hospitalario - no venta al público)| (uso exclusivamente hospitalario)| (muestra médica)| (no venta al público)|GTIN|Genérico|Genérico[IFA,Cantidad,Unidad]
47366|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ALPRAZOLAM MICROSULES|COMPRIMIDO| BLISTER por 30 UNIDADES |$3,375.16|0|0|0|0|0|0|0|07791829004739|ALPRAZOLAM 1 MG |[['ALPRAZOLAM', '1', 'MG']]
52789|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|FUNCIOBRON H|JARABE|1 FRASCO por 100 ML |$3,399.66|0|0|0|0|0|0|0|07791829019412|EXTRACTO DE HOJA DE HIEDRA DESECADA (HEDERA HELIX) (5-7.5:1) 0.7 G / 100 ML |[['EXTRACTO DE HOJA DE HIEDRA DESECADA (HEDERA HELIX) (5-7.5:1)', '0.7', 'G / 100 ML']]
41186|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|NOBACTAM|SUSPENSION ORAL|1 FRASCO por 90 ML |$3,468.76|0|0|0|0|0|0|0|07791829018439|AMOXICILINA TRIHIDRATO 500 MG / 5 ML |[['AMOXICILINA TRIHIDRATO', '500', 'MG / 5 ML']]
36380|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|MICAR|COMPRIMIDO RECUBIERTO| BLISTER por 20 UNIDADES |$3,543.13|0|0|0|0|0|0|0|07791829008331|PIROXICAM 20 MG |[['PIROXICAM', '20', 'MG']]
51145|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|PROCTO METADYNE|CREMA RECTAL|1 POMO por 20 G |$3,672.50|0|0|0|0|0|0|0|07791829019429|LIDOCAINA CLORHIDRATO 2.5 G / 100 G + FENILEFRINA CLORHIDRATO 100 MG / 100 G + BETAMETASONA 17-VALER...|[['LIDOCAINA CLORHIDRATO', '2.5', 'G / 100 G'], ['FENILEFRINA CLORHIDRATO', '100', 'MG / 100 G'], ['BETAMETASONA 17-VALERATO', '50', 'MG / 100 G']]
41186|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|NOBACTAM|COMPRIMIDO RECUBIERTO| BLISTER por 8 UNIDADES |$3,695.92|0|0|0|0|0|0|0|07791829000366|AMOXICILINA TRIHIDRATO 1000 MG |[['AMOXICILINA TRIHIDRATO', '1000', 'MG']]
41186|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|NOBACTAM DUO|COMPRIMIDO RECUBIERTO| BLISTER por 14 UNIDADES |$3,727.61|0|0|0|0|0|0|0|07791829001271|AMOXICILINA 875 MG |[['AMOXICILINA', '875', 'MG']]
52780|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|PURPUMICINA|SUSPENSION OFTALMICA ESTERIL|1 FRASCO GOTERO por 5 ML |$3,747.59|0|0|0|0|0|0|0|07791829018972|TOBRAMICINA 0.3 G / 100 ML + DEXAMETASONA 0.1 G / 100 ML |[['TOBRAMICINA', '0.3', 'G / 100 ML'], ['DEXAMETASONA', '0.1', 'G / 100 ML']]
41807|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|SULOCTEN|COMPRIMIDO| BLISTER por 30 UNIDADES |$3,769.32|0|0|0|0|0|0|0|07791829018644|ENALAPRIL 10 MG |[['ENALAPRIL', '10', 'MG']]
39009|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|KEMANAT SL|COMPRIMIDO SUBLINGUAL| BLISTER por 10 UNIDADES |$3,800.92|0|0|0|0|0|0|0|07791829009451|KETOROLACO TROMETAMINA 10 MG |[['KETOROLACO TROMETAMINA', '10', 'MG']]
39009|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|KEMANAT|COMPRIMIDO| BLISTER por 10 UNIDADES |$3,993.99|0|0|0|0|0|0|0|07791829009437|KETOROLACO TROMETAMINA 20 MG |[['KETOROLACO TROMETAMINA', '20', 'MG']]
51807|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|DIASTONE FLEX|COMPRIMIDO RECUBIERTO| BLISTER por 10 UNIDADES |$4,014.34|0|0|0|0|0|0|0|07791829000632|DICLOFENACO SODICO 50 MG + PRIDINOL MESILATO 4 MG |[['DICLOFENACO SODICO', '50', 'MG'], ['PRIDINOL MESILATO', '4', 'MG']]
57217|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|MELL|COMPRIMIDO| BLISTER por 10 UNIDADES |$4,028.13|0|0|0|0|0|0|0|07791829001127|MELOXICAM 15 MG |[['MELOXICAM', '15', 'MG']]
39009|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|KEMANAT|COMPRIMIDO| BLISTER por 20 UNIDADES |$4,111.13|0|0|0|0|0|0|0|07791829009420|KETOROLACO TROMETAMINA 10 MG |[['KETOROLACO TROMETAMINA', '10', 'MG']]
49630|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|FUNCIOBRON B|ELIXIR|1 FRASCO por 120 ML |$4,138.87|0|0|0|0|0|0|0|07791829019368|BROMHEXINA CLORHIDRATO 80 MG / 100 ML |[['BROMHEXINA CLORHIDRATO', '80', 'MG / 100 ML']]
46163|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|DIASTONE|COMPRIMIDO RECUBIERTO| ENVASE por 30 UNIDADES |$4,148.66|0|0|0|0|0|0|0|07791829008126|DICLOFENACO SODICO 50 MG |[['DICLOFENACO SODICO', '50', 'MG']]
47366|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ALPRAZOLAM MICROSULES|COMPRIMIDO| BLISTER por 60 UNIDADES |$4,152.02|0|0|0|0|0|0|0|07791829004722|ALPRAZOLAM 0.5 MG |[['ALPRAZOLAM', '0.5', 'MG']]
55365|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|SINURIT|COMPRIMIDO RECUBIERTO| BLISTER por 16 UNIDADES |$4,162.82|0|0|0|0|0|0|0|07791829000830|CEFALEXINA MONOHIDRATO 500 MG |[['CEFALEXINA MONOHIDRATO', '500', 'MG']]
54799|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|TERALMINA|COMPRIMIDO RECUBIERTO| BLISTER por 14 UNIDADES |$4,200.16|0|0|0|0|0|0|0|07791829001189|DESLORATADINA 5 MG |[['DESLORATADINA', '5', 'MG']]
41807|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|SULOCTEN|COMPRIMIDO| BLISTER por 60 UNIDADES |$4,204.69|0|0|0|0|0|0|0|07791829018637|ENALAPRIL MALEATO 5 MG |[['ENALAPRIL MALEATO', '5', 'MG']]
41364|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ATENOLOL MICROSULES|COMPRIMIDO| ENVASE por 28 UNIDADES |$4,271.33|0|0|0|0|0|0|0|07791829008812|ATENOLOL 50 MG |[['ATENOLOL', '50', 'MG']]
46594|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|SINDOL 400 VL|CAPSULA BLANDA| BLISTER por 20 UNIDADES |$4,362.60|0|0|0|0|0|0|0|07791829019481|IBUPROFENO 400 MG |[['IBUPROFENO', '400', 'MG']]
41888|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|RILAQUIN SL|COMPRIMIDO SUBLINGUAL| BLISTER por 10 UNIDADES |$4,437.43|0|0|0|0|0|0|0|07791829000748|METOCLOPRAMIDA CLORHIDRATO 10 MG |[['METOCLOPRAMIDA CLORHIDRATO', '10', 'MG']]
44312|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|NOBACTAM BRONQUIAL|COMPRIMIDO RECUBIERTO| BLISTER por 16 UNIDADES |$4,701.95|0|0|0|0|0|0|0|07791829008409|AMBROXOL CLORHIDRATO 30 MG + AMOXICILINA 500 MG |[['AMBROXOL CLORHIDRATO', '30', 'MG'], ['AMOXICILINA', '500', 'MG']]
41807|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|SULOCTEN|COMPRIMIDO| BLISTER por 30 UNIDADES |$4,730.75|0|0|0|0|0|0|0|07791829018668|ENALAPRIL MALEATO 20 MG |[['ENALAPRIL MALEATO', '20', 'MG']]
51571|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|NOBACTAM CLAVULANICO 2|POLVO PARA SUSPENSIÓN ORAL|1 FRASCO por 70 ML |$4,819.70|0|0|0|0|0|0|0|07791829019641|ACIDO CLAVULANICO (COMO CLAVULANATO DE POTASIO) 57 MG / 5 ML + AMOXICILINA TRIHIDRATO 400 MG / 5 ML |[['ACIDO CLAVULANICO (COMO CLAVULANATO DE POTASIO)', '57', 'MG / 5 ML'], ['AMOXICILINA TRIHIDRATO', '400', 'MG / 5 ML']]
51731|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ENTARSOL|COMPRIMIDO| BLISTER por 28 UNIDADES |$4,955.68|0|0|0|0|0|0|0|07791829019078|CARVEDILOL 6.25 MG |[['CARVEDILOL', '6.25', 'MG']]
50609|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|RELOPAT 200|COMPRIMIDO| BLISTER por 30 UNIDADES |$5,003.98|0|0|0|0|0|0|0|07791829001288|TRIMEBUTINA MALEATO 200 MG |[['TRIMEBUTINA MALEATO', '200', 'MG']]
51526|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|PAMPAR 20|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$5,112.34|0|0|0|0|0|0|0|07791829019948|PANTOPRAZOL 20 MG |[['PANTOPRAZOL', '20', 'MG']]
41345|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ANGOTEN-ANGUTEN|COMPRIMIDO| ENVASE por 20 UNIDADES |$5,168.21|0|0|0|0|0|0|0|07791829000120|AMIODARONA CLORHIDRATO 200 MG |[['AMIODARONA CLORHIDRATO', '200', 'MG']]
55812|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|CRACOX|COMPRIMIDO RECUBIERTO| BLISTER por 7 UNIDADES |$5,209.45|0|0|0|0|0|0|0|07791829019740|ETORICOXIB 120 MG |[['ETORICOXIB', '120', 'MG']]
47366|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ALPRAZOLAM MICROSULES|COMPRIMIDO| BLISTER por 30 UNIDADES |$5,216.85|0|0|0|0|0|0|0|07791829004753|ALPRAZOLAM 2 MG |[['ALPRAZOLAM', '2', 'MG']]
51396|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|REDUGLUC AP|COMPRIMIDO RECUBIERTO DE ACCION PROLONGADA| BLISTER por 30 UNIDADES |$5,231.65|0|0|0|0|0|0|0|07791829009918|METFORMINA CLORHIDRATO 850 MG |[['METFORMINA CLORHIDRATO', '850', 'MG']]
46594|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|SINDOL 600|CAPSULA BLANDA| BLISTER por 10 UNIDADES |$5,298.85|0|0|0|0|0|0|0|07791829019450|IBUPROFENO 600 MG |[['IBUPROFENO', '600', 'MG']]
51396|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|REDUGLUC|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$5,374.41|0|0|0|0|0|0|0|07791829009895|METFORMINA CLORHIDRATO 500 MG |[['METFORMINA CLORHIDRATO', '500', 'MG']]
56458|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|SEMANAR 80|COMPRIMIDO RECUBIERTO| BLISTER por 14 UNIDADES |$5,455.64|0|0|0|0|0|0|0|07791829000885|VALSARTAN 80 MG |[['VALSARTAN', '80', 'MG']]
51636|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ANEXA|COMPRIMIDO| BLISTER por 30 UNIDADES |$5,552.73|0|0|0|0|0|0|0|07791829009666|AMLODIPINA BESILATO 5 MG |[['AMLODIPINA BESILATO', '5', 'MG']]
51720|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|SULOCTEN D|COMPRIMIDO| BLISTER por 30 UNIDADES |$5,584.58|0|0|0|0|0|0|0|07791829018699|HIDROCLOROTIAZIDA 25 MG + ENALAPRIL MALEATO 10 MG |[['HIDROCLOROTIAZIDA', '25', 'MG'], ['ENALAPRIL MALEATO', '10', 'MG']]
40755|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|MICROSULF|COMPRIMIDO RECUBIERTO| BLISTER por 10 UNIDADES |$5,712.56|0|0|0|0|0|0|0|07791829008201|CIPROFLOXACINA 500 MG |[['CIPROFLOXACINA', '500', 'MG']]
46160|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|TANEZOX 500 MG|COMPRIMIDO RECUBIERTO| BLISTER por 3 UNIDADES |$5,795.70|0|0|0|0|0|0|0|07791829008423|AZITROMICINA 500 MG |[['AZITROMICINA', '500', 'MG']]
55812|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|CRACOX|COMPRIMIDO RECUBIERTO| BLISTER por 14 UNIDADES |$5,881.34|0|0|0|0|0|0|0|07791829019719|ETORICOXIB 60 MG |[['ETORICOXIB', '60', 'MG']]
47433|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|VIRIPOTENS 50|COMPRIMIDO RECUBIERTO| BLISTER por 6 UNIDADES |$5,958.79|0|0|0|0|0|0|0|07791829008805|SILDENAFIL 50 MG |[['SILDENAFIL', '50', 'MG']]
46163|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|DIASTONE|COMPRIMIDO RECUBIERTO| ENVASE por 15 UNIDADES |$5,962.29|0|0|0|0|0|0|0|07791829008133|DICLOFENACO SODICO 75 MG |[['DICLOFENACO SODICO', '75', 'MG']]
51731|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ENTARSOL|COMPRIMIDO| BLISTER por 28 UNIDADES |$6,068.60|0|0|0|0|0|0|0|07791829019092|CARVEDILOL 12.5 MG |[['CARVEDILOL', '12.5', 'MG']]
51396|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|REDUGLUC AP FORTE|COMPRIMIDO RECUBIERTO DE LIBERACIÓN PROLONGADA| BLISTER por 30 UNIDADES |$6,107.19|0|0|0|0|0|0|0|07791829019900|METFORMINA 1000 MG |[['METFORMINA', '1000', 'MG']]
51291|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ELY-DIAR 750|COMPRIMIDO RECUBIERTO| BLISTER por 5 UNIDADES |$6,194.74|0|0|0|0|0|0|0|07791829019443|LEVOFLOXACINA 750 MG |[['LEVOFLOXACINA', '750', 'MG']]
45720|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|LOMET|COMPRIMIDO| BLISTER por 15 UNIDADES |$6,278.21|0|0|0|0|0|0|0|07791829008768|GLIMEPIRIDA 4 MG |[['GLIMEPIRIDA', '4', 'MG']]
51396|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|REDUGLUC 1000|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$6,508.42|0|0|0|0|0|0|0|07791829019542|METFORMINA CLORHIDRATO 1000 MG |[['METFORMINA CLORHIDRATO', '1000', 'MG']]
56458|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|SEMANAR 160|COMPRIMIDO RECUBIERTO| BLISTER por 14 UNIDADES |$6,571.47|0|0|0|0|0|0|0|07791829000908|VALSARTAN 160 MG |[['VALSARTAN', '160', 'MG']]
39009|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|KEMANAT|COMPRIMIDO| BLISTER por 20 UNIDADES |$6,576.59|0|0|0|0|0|0|0|07791829009444|KETOROLACO TROMETAMINA 20 MG |[['KETOROLACO TROMETAMINA', '20', 'MG']]
47366|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ALPRAZOLAM MICROSULES|COMPRIMIDO| BLISTER por 60 UNIDADES |$6,651.99|0|0|0|0|0|0|0|07791829004746|ALPRAZOLAM 1 MG |[['ALPRAZOLAM', '1', 'MG']]
46163|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|DIASTONE RETARD|COMPRIMIDO RECUBIERTO DE LIBERACIÓN PROLONGADA| ENVASE por 15 UNIDADES |$6,732.16|0|0|0|0|0|0|0|07791829008263|DICLOFENACO SODICO 100 MG |[['DICLOFENACO SODICO', '100', 'MG']]
41186|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|NOBACTAM|COMPRIMIDO RECUBIERTO| BLISTER por 16 UNIDADES |$6,920.12|0|0|0|0|0|0|0|07791829000373|AMOXICILINA TRIHIDRATO 1000 MG |[['AMOXICILINA TRIHIDRATO', '1000', 'MG']]
51731|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ENTARSOL|COMPRIMIDO| BLISTER por 28 UNIDADES |$7,132.45|0|0|0|0|0|0|0|07791829019115|CARVEDILOL 25 MG |[['CARVEDILOL', '25', 'MG']]
41807|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|SULOCTEN|COMPRIMIDO| BLISTER por 60 UNIDADES |$7,195.84|0|0|0|0|0|0|0|07791829018651|ENALAPRIL 10 MG |[['ENALAPRIL', '10', 'MG']]
51571|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|NOBACTAM CLAVULANICO 2|COMPRIMIDO RECUBIERTO| BLISTER por 14 UNIDADES |$7,420.25|0|0|0|0|0|0|0|07791829000618|ACIDO CLAVULANICO (COMO CLAVULANATO DE POTASIO) 125 MG + AMOXICILINA TRIHIDRATO 875 MG |[['ACIDO CLAVULANICO (COMO CLAVULANATO DE POTASIO)', '125', 'MG'], ['AMOXICILINA TRIHIDRATO', '875', 'MG']]
46758|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|TILIOS|COMPRIMIDO| BLISTER por 4 UNIDADES |$7,532.77|0|0|0|0|0|0|0|07791829009383|ALENDRONATO 70 MG |[['ALENDRONATO', '70', 'MG']]
51526|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|PAMPAR 40|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$7,898.82|0|0|0|0|0|0|0|07791829019955|PANTOPRAZOL 40 MG |[['PANTOPRAZOL', '40', 'MG']]
46160|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|TANEZOX 500 MG|COMPRIMIDO RECUBIERTO| BLISTER por 6 UNIDADES |$8,025.61|0|0|0|0|0|0|0|07791829018415|AZITROMICINA 500 MG |[['AZITROMICINA', '500', 'MG']]
51375|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ANTIB CP|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 10 ML |$8,283.27|0|0|0|0| (uso exclusivamente hospitalario)|0|0|04036124016692|INMUNOGLOBULINA ANTIHEPATITIS B 50 UI / 1 ML |[['INMUNOGLOBULINA ANTIHEPATITIS B', '50', 'UI / 1 ML']]
46914|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ENROMIC|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$8,291.33|0|0|0|0|0|0|0|07791829008461|LOSARTAN POTASICO 50 MG |[['LOSARTAN POTASICO', '50', 'MG']]
55365|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|SINURIT|COMPRIMIDO RECUBIERTO| BLISTER por 16 UNIDADES |$8,372.56|0|0|0|0|0|0|0|07791829001042|CEFALEXINA MONOHIDRATO 1000 MG |[['CEFALEXINA MONOHIDRATO', '1000', 'MG']]
47079|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|TANAVAT|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$8,385.31|0|0|0|0|0|0|0|07791829008379|SIMVASTATINA 10 MG |[['SIMVASTATINA', '10', 'MG']]
56217|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|TURBULINA 10|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$8,512.15|0|0|0|0|0|0|0|07791829019504|ROSUVASTATINA 10 MG |[['ROSUVASTATINA', '10', 'MG']]
52891|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|OBLISEC|CAPSULA DURA| BLISTER por 30 UNIDADES |$8,625.40|0|0|0|0|0|0|0|07791829019986|OMEPRAZOL 20 MG |[['OMEPRAZOL', '20', 'MG']]
41364|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ATENOLOL MICROSULES|COMPRIMIDO| ENVASE por 56 UNIDADES |$8,643.12|0|0|0|0|0|0|0|07791829008829|ATENOLOL 50 MG |[['ATENOLOL', '50', 'MG']]
45720|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|LOMET|COMPRIMIDO| BLISTER por 30 UNIDADES |$9,083.36|0|0|0|0|0|0|0|07791829008775|GLIMEPIRIDA 4 MG |[['GLIMEPIRIDA', '4', 'MG']]
41807|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|SULOCTEN|COMPRIMIDO| BLISTER por 60 UNIDADES |$9,103.74|0|0|0|0|0|0|0|07791829018675|ENALAPRIL MALEATO 20 MG |[['ENALAPRIL MALEATO', '20', 'MG']]
51396|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|REDUGLUC|COMPRIMIDO RECUBIERTO| BLISTER por 100 UNIDADES |$9,137.41|0|0|0|0|0|0|0|07791829009901|METFORMINA CLORHIDRATO 500 MG |[['METFORMINA CLORHIDRATO', '500', 'MG']]
58625|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|VIRIPOTENS MAX 20|COMPRIMIDO RECUBIERTO| BLISTER por 2 UNIDADES |$9,379.58|0|0|0|0|0|0|0|07791829019603|TADALAFILO 20 MG |[['TADALAFILO', '20', 'MG']]
55719|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ENROMIC D|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$9,699.70|0|0|0|0|0|0|0|07791829000977|HIDROCLOROTIAZIDA 12.5 MG + LOSARTAN POTASICO 50 MG |[['HIDROCLOROTIAZIDA', '12.5', 'MG'], ['LOSARTAN POTASICO', '50', 'MG']]
46594|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|SINDOL 600|CAPSULA BLANDA| BLISTER por 20 UNIDADES |$9,750.50|0|0|0|0|0|0|0|07791829019467|IBUPROFENO 600 MG |[['IBUPROFENO', '600', 'MG']]
55812|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|CRACOX|COMPRIMIDO RECUBIERTO| BLISTER por 14 UNIDADES |$9,960.49|0|0|0|0|0|0|0|07791829019726|ETORICOXIB 90 MG |[['ETORICOXIB', '90', 'MG']]
46914|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ENROMIC 100|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$10,136.59|0|0|0|0|0|0|0|07791829000687|LOSARTAN 100 MG |[['LOSARTAN', '100', 'MG']]
51636|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ANEXA|COMPRIMIDO| BLISTER por 30 UNIDADES |$10,342.70|0|0|0|0|0|0|0|07791829009680|AMLODIPINA BESILATO 10 MG |[['AMLODIPINA BESILATO', '10', 'MG']]
51396|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|REDUGLUC AP|COMPRIMIDO RECUBIERTO DE ACCION PROLONGADA| BLISTER por 60 UNIDADES |$10,385.84|0|0|0|0|0|0|0|07791829009925|METFORMINA CLORHIDRATO 850 MG |[['METFORMINA CLORHIDRATO', '850', 'MG']]
55719|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ENROMIC D|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$10,540.20|0|0|0|0|0|0|0|07791829000984|HIDROCLOROTIAZIDA 25 MG + LOSARTAN POTASICO 100 MG |[['HIDROCLOROTIAZIDA', '25', 'MG'], ['LOSARTAN POTASICO', '100', 'MG']]
45252|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|FINASEPT|COMPRIMIDO RECUBIERTO| BLISTER por 16 UNIDADES |$10,854.35|0|0|0|0|0|0|0|07791829004609|CLARITROMICINA 500 MG |[['CLARITROMICINA', '500', 'MG']]
47079|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|TANAVAT|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$10,980.19|0|0|0|0|0|0|0|07791829008959|SIMVASTATINA 20 MG |[['SIMVASTATINA', '20', 'MG']]
46758|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|TILIOS|COMPRIMIDO| BLISTER por 8 UNIDADES |$11,000.79|0|0|0|0|0|0|0|07791829009390|ALENDRONATO 70 MG |[['ALENDRONATO', '70', 'MG']]
56458|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|SEMANAR 80|COMPRIMIDO RECUBIERTO| BLISTER por 28 UNIDADES |$11,077.20|0|0|0|0|0|0|0|07791829000892|VALSARTAN 80 MG |[['VALSARTAN', '80', 'MG']]
54970|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|ALAXE|CAPSULA CON MICROGRANULOS| BLISTER por 30 UNIDADES |$11,202.53|0|0|0|0|0|0|0|07791829019627|LANSOPRAZOL 30 MG |[['LANSOPRAZOL', '30', 'MG']]
51396|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|REDUGLUC 1000|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$11,469.11|0|0|0|0|0|0|0|07791829019559|METFORMINA CLORHIDRATO 1000 MG |[['METFORMINA CLORHIDRATO', '1000', 'MG']]
57217|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|MELL|COMPRIMIDO| BLISTER por 30 UNIDADES |$11,487.79|0|0|0|0|0|0|0|07791829001134|MELOXICAM 15 MG |[['MELOXICAM', '15', 'MG']]
46163|MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA|DIASTONE|COMPRIMIDO RECUBIERTO| ENVASE por 30 UNIDADES |$12,235.23|0|0|0|0|0|0|0|07791829008140|DICLOFENACO SODICO 75 MG |[['DICLOFENACO SODICO', '75', 'MG']]
